Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitudine;Latitudine;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag;
1865545;16;12/11/2011 17:45;Strada Urbana;VIA GIOVANNI DA CASTEL BOLOGNESE;all'intersezione con;VIA BERNARDINO PASSERI;VIA BERNARDINO PASSERI;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;1;0;0;1;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
1865545;16;12/11/2011 17:45;Strada Urbana;VIA GIOVANNI DA CASTEL BOLOGNESE;all'intersezione con;VIA BERNARDINO PASSERI;VIA BERNARDINO PASSERI;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;1;0;0;1;;;-1;2;Motociclo con passeggero;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesistente;
1884164;16;11/11/2011 19:30;Strada Urbana;VIA SILVESTRI;all'intersezione con;VIA CAMILLO SERAFINI;VIA CAMILLO SERAFINI;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Sufficiente;1;0;0;3;;;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesistente;
1884164;16;11/11/2011 19:30;Strada Urbana;VIA SILVESTRI;all'intersezione con;VIA CAMILLO SERAFINI;VIA CAMILLO SERAFINI;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Sufficiente;1;0;0;3;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
1884164;16;11/11/2011 19:30;Strada Urbana;VIA SILVESTRI;all'intersezione con;VIA CAMILLO SERAFINI;VIA CAMILLO SERAFINI;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Sufficiente;1;0;0;3;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesistente;
1884164;16;11/11/2011 19:30;Strada Urbana;VIA SILVESTRI;all'intersezione con;VIA CAMILLO SERAFINI;VIA CAMILLO SERAFINI;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Sufficiente;1;0;0;3;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesistente;
1884973;16;11/11/2011 01:20;Strada Urbana;VIALE DEI COLLI PORTUENSI;all'intersezione semaforizzata con;VIA ROBERTO ALESSANDRI;VIA ROBERTO ALESSANDRI;;;Tamponamento Multiplo;Intersezione semaforizzata;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
1884973;16;11/11/2011 01:20;Strada Urbana;VIALE DEI COLLI PORTUENSI;all'intersezione semaforizzata con;VIA ROBERTO ALESSANDRI;VIA ROBERTO ALESSANDRI;;;Tamponamento Multiplo;Intersezione semaforizzata;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
1884973;16;11/11/2011 01:20;Strada Urbana;VIALE DEI COLLI PORTUENSI;all'intersezione semaforizzata con;VIA ROBERTO ALESSANDRI;VIA ROBERTO ALESSANDRI;;;Tamponamento Multiplo;Intersezione semaforizzata;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;;;-1;3;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesistente;
1885016;16;10/11/2011 17:45;Strada Urbana;VICOLO DEL CASALE LUMBROSO;all'intersezione con;VIA DEL PESCACCIO;VIA DEL PESCACCIO;;;Scontro frontale fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Normale;Sufficiente;Sufficiente;0;0;0;2;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso;
1885016;16;10/11/2011 17:45;Strada Urbana;VICOLO DEL CASALE LUMBROSO;all'intersezione con;VIA DEL PESCACCIO;VIA DEL PESCACCIO;;;Scontro frontale fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Normale;Sufficiente;Sufficiente;0;0;0;2;;;-1;2;Altro;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
1886182;16;12/11/2011 00:30;Strada Urbana;VIA SILVIO SBRICOLI;in prossimità;;del civico n. ;28;;Veicolo in marcia contro veicolo in sosta;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;1;0;0;1;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesistente;
1886182;16;12/11/2011 00:30;Strada Urbana;VIA SILVIO SBRICOLI;in prossimità;;del civico n. ;28;;Veicolo in marcia contro veicolo in sosta;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;1;0;0;1;;;-1;2;Ciclomotore;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesistente;
1889610;19;10/11/2011 08:10;Strada Urbana;VIA DI TORREVECCHIA;in prossimità;;del civico n. ;302;;Veicolo in marcia contro veicolo in sosta;Rettilineo;Una carreggiata a doppio senso;Viscido da liquidi oleosi;Asfaltata;Orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;0;0;0;1;;;-1;1;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
1890914;5;03/11/2011 14:40;Strada Urbana;VIALE DELLA SERENISSIMA;in prossimità;;del palo luce n. ;54;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Sereno;Normale;Buona;Ore Diurne;0;0;0;1;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso;
1891361;16;12/11/2011 10:30;Strada Urbana;VIA DI VAL TELLINA;all'intersezione con;VIA LUIGI RONZONI;VIA LUIGI RONZONI;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;3;;;-1;1;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
1891361;16;12/11/2011 10:30;Strada Urbana;VIA DI VAL TELLINA;all'intersezione con;VIA LUIGI RONZONI;VIA LUIGI RONZONI;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;3;;;-1;1;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso;
1891361;16;12/11/2011 10:30;Strada Urbana;VIA DI VAL TELLINA;all'intersezione con;VIA LUIGI RONZONI;VIA LUIGI RONZONI;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;3;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
1891432;19;17/11/2011 12:35;Strada Urbana;VIA MARZIALE;in prossimità;;del civico n. ;35;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Assente;Sereno;Normale;Buona;Ore Diurne;1;0;0;2;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
1891432;19;17/11/2011 12:35;Strada Urbana;VIA MARZIALE;in prossimità;;del civico n. ;35;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Assente;Sereno;Normale;Buona;Ore Diurne;1;0;0;2;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesistente;
1891432;19;17/11/2011 12:35;Strada Urbana;VIA MARZIALE;in prossimità;;del civico n. ;35;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Assente;Sereno;Normale;Buona;Ore Diurne;1;0;0;2;;;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesistente;
1892029;8;01/11/2011 01:30;Statale entro l'abitato;VIA CASILINA;in prossimità;;del civico n. ;1110;;Veicolo in marcia contro ostacolo fisso;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;1;0;0;0;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso;
1892031;15;01/11/2011 03:30;Strada Urbana;CIRCONVALLAZIONE GIANICOLENSE;in prossimità;;del civico n. ;47;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;1;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Utilizzato;Inesistente;
1892032;8;01/11/2011 04:20;Statale entro l'abitato;VIA CASILINA;in prossimità;;del civico n. ;1805;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;;;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
1892032;8;01/11/2011 04:20;Statale entro l'abitato;VIA CASILINA;in prossimità;;del civico n. ;1805;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso;
1892032;8;01/11/2011 04:20;Statale entro l'abitato;VIA CASILINA;in prossimità;;del civico n. ;1805;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso;
1892040;15;01/11/2011 08:20;Strada Urbana;VIA PORTUENSE;in corrispondenza;;del civico n. ;826/A;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Utilizzato;Inesistente;
1892040;15;01/11/2011 08:20;Strada Urbana;VIA PORTUENSE;in corrispondenza;;del civico n. ;826/A;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Utilizzato;Inesistente;
1892040;15;01/11/2011 08:20;Strada Urbana;VIA PORTUENSE;in corrispondenza;;del civico n. ;826/A;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Utilizzato;Inesistente;
1892040;15;01/11/2011 08:20;Strada Urbana;VIA PORTUENSE;in corrispondenza;;del civico n. ;826/A;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Utilizzato;Inesistente;
1892041;8;01/11/2011 06:00;Strada Urbana;VIA ACQUARONI;all'intersezione con;VIA BENEDETTO TORTI;VIA BENEDETTO TORTI;;;Scontro frontale fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Ore Diurne;1;0;0;1;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
1892041;8;01/11/2011 06:00;Strada Urbana;VIA ACQUARONI;all'intersezione con;VIA BENEDETTO TORTI;VIA BENEDETTO TORTI;;;Scontro frontale fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Ore Diurne;1;0;0;1;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Esploso;
1892042;9;01/11/2011 01:20;Strada Urbana;PIAZZALE LABICANO;da specificare;;;;altezza fornici;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Buona;Sufficiente;1;0;0;1;;;-1;1;Autovettura pubblica;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
1892042;9;01/11/2011 01:20;Strada Urbana;PIAZZALE LABICANO;da specificare;;;;altezza fornici;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Buona;Sufficiente;1;0;0;1;;;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesistente;
1892043;9;01/11/2011 02:20;Strada Urbana;VIA URBINO;all'intersezione con;VIA RIMINI;VIA RIMINI;;;Scontro frontale/laterale DX fra veicoli in marcia;Intersezione stradale segnalata;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;0;0;0;6;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesistente;
1892043;9;01/11/2011 02:20;Strada Urbana;VIA URBINO;all'intersezione con;VIA RIMINI;VIA RIMINI;;;Scontro frontale/laterale DX fra veicoli in marcia;Intersezione stradale segnalata;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;0;0;0;6;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesistente;
1892043;9;01/11/2011 02:20;Strada Urbana;VIA URBINO;all'intersezione con;VIA RIMINI;VIA RIMINI;;;Scontro frontale/laterale DX fra veicoli in marcia;Intersezione stradale segnalata;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;0;0;0;6;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesistente;
1892043;9;01/11/2011 02:20;Strada Urbana;VIA URBINO;all'intersezione con;VIA RIMINI;VIA RIMINI;;;Scontro frontale/laterale DX fra veicoli in marcia;Intersezione stradale segnalata;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;0;0;0;6;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
1892043;9;01/11/2011 02:20;Strada Urbana;VIA URBINO;all'intersezione con;VIA RIMINI;VIA RIMINI;;;Scontro frontale/laterale DX fra veicoli in marcia;Intersezione stradale segnalata;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;0;0;0;6;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesistente;
1892044;7;01/11/2011 11:30;Strada Urbana;VIALE PALMIRO TOGLIATTI;da specificare;;;;tra il civico 626 e via deI pioppi;Veicolo in marcia contro ostacolo fisso;Rettilineo;Due carreggiate;Asciutto;Con buche;Assente;Sereno;Scarso;Buona;Ore Diurne;0;0;0;1;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
1892050;1;01/11/2011 12:55;Strada Urbana;VIA QUATTRO NOVEMBRE;in prossimità;;del civico n. ;152;;Scontro laterale fra veicoli in marcia;Curva a visuale libera;Una carreggiata a doppio senso;Asciutto;In cubetti di porfido;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;;;-1;1;Autovettura di polizia;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
1892050;1;01/11/2011 12:55;Strada Urbana;VIA QUATTRO NOVEMBRE;in prossimità;;del civico n. ;152;;Scontro laterale fra veicoli in marcia;Curva a visuale libera;Una carreggiata a doppio senso;Asciutto;In cubetti di porfido;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;;;-1;1;Autovettura di polizia;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso;
1892050;1;01/11/2011 12:55;Strada Urbana;VIA QUATTRO NOVEMBRE;in prossimità;;del civico n. ;152;;Scontro laterale fra veicoli in marcia;Curva a visuale libera;Una carreggiata a doppio senso;Asciutto;In cubetti di porfido;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;;;-1;2;Autobus turistico;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
1892050;1;01/11/2011 12:55;Strada Urbana;VIA QUATTRO NOVEMBRE;in prossimità;;del civico n. ;152;;Scontro laterale fra veicoli in marcia;Curva a visuale libera;Una carreggiata a doppio senso;Asciutto;In cubetti di porfido;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;;;-1;2;Autobus turistico;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesistente;
1892052;1;01/11/2011 16:05;Strada Urbana;VIA MERULANA;in corrispondenza;;del civico n. ;46;;Scontro frontale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;2;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso;
1892052;1;01/11/2011 16:05;Strada Urbana;VIA MERULANA;in corrispondenza;;del civico n. ;46;;Scontro frontale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;2;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso;
1892052;1;01/11/2011 16:05;Strada Urbana;VIA MERULANA;in corrispondenza;;del civico n. ;46;;Scontro frontale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;2;;;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;Non accertato;Inesistente;
1892054;15;01/11/2011 12:00;Strada Urbana;VIA ODERISI DA GUBBIO;all'intersezione semaforizzata con;VIA FRANCESCO GRIMALDI;VIA FRANCESCO GRIMALDI;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;6;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Utilizzato;Inesistente;
1892054;15;01/11/2011 12:00;Strada Urbana;VIA ODERISI DA GUBBIO;all'intersezione semaforizzata con;VIA FRANCESCO GRIMALDI;VIA FRANCESCO GRIMALDI;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;6;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Utilizzato;Inesistente;
1892054;15;01/11/2011 12:00;Strada Urbana;VIA ODERISI DA GUBBIO;all'intersezione semaforizzata con;VIA FRANCESCO GRIMALDI;VIA FRANCESCO GRIMALDI;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;6;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Utilizzato;Inesistente;
1892054;15;01/11/2011 12:00;Strada Urbana;VIA ODERISI DA GUBBIO;all'intersezione semaforizzata con;VIA FRANCESCO GRIMALDI;VIA FRANCESCO GRIMALDI;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;6;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Utilizzato;Inesistente;
1892054;15;01/11/2011 12:00;Strada Urbana;VIA ODERISI DA GUBBIO;all'intersezione semaforizzata con;VIA FRANCESCO GRIMALDI;VIA FRANCESCO GRIMALDI;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;6;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Utilizzato;Inesistente;
1892054;15;01/11/2011 12:00;Strada Urbana;VIA ODERISI DA GUBBIO;all'intersezione semaforizzata con;VIA FRANCESCO GRIMALDI;VIA FRANCESCO GRIMALDI;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;6;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Utilizzato;Inesistente;
1892056;11;01/11/2011 17:00;Strada Urbana;VIALE PICO DELLA MIRANDOLA;in prossimità;;del civico n. ;15;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;0;0;0;3;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Utilizzato;Inesistente;
1892056;11;01/11/2011 17:00;Strada Urbana;VIALE PICO DELLA MIRANDOLA;in prossimità;;del civico n. ;15;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;0;0;0;3;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
1892056;11;01/11/2011 17:00;Strada Urbana;VIALE PICO DELLA MIRANDOLA;in prossimità;;del civico n. ;15;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;0;0;0;3;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesistente;
1892058;6;01/11/2011 00:15;Provinciale entro l'abitato;VIA PRENESTINA;all'intersezione semaforizzata con;VIALE RONCHI;VIALE RONCHI;;;Scontro frontale/laterale SX fra veicoli in marcia;Intersezione semaforizzata;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;1;0;0;2;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Esploso;
1892058;6;01/11/2011 00:15;Provinciale entro l'abitato;VIA PRENESTINA;all'intersezione semaforizzata con;VIALE RONCHI;VIALE RONCHI;;;Scontro frontale/laterale SX fra veicoli in marcia;Intersezione semaforizzata;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;1;0;0;2;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
1892058;6;01/11/2011 00:15;Provinciale entro l'abitato;VIA PRENESTINA;all'intersezione semaforizzata con;VIALE RONCHI;VIALE RONCHI;;;Scontro frontale/laterale SX fra veicoli in marcia;Intersezione semaforizzata;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;1;0;0;2;;;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Rifiuta cure immediate;0;NON DECEDUTO;Non accertato;Inesistente;
1892059;11;01/11/2011 04:05;Strada Urbana;VIA APPIA ANTICA;da specificare;;;;fronte civ.11;Veicolo in marcia contro ostacolo fisso;Rettilineo;Una carreggiata a doppio senso;Asciutto;In cubetti di porfido;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;1;0;0;1;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
1892059;11;01/11/2011 04:05;Strada Urbana;VIA APPIA ANTICA;da specificare;;;;fronte civ.11;Veicolo in marcia contro ostacolo fisso;Rettilineo;Una carreggiata a doppio senso;Asciutto;In cubetti di porfido;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;1;0;0;1;;;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Rimandato;0;NON DECEDUTO;Non accertato;Inesistente;
