Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitude;Latitude;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag;
5250593;17;25/03/2021 09:20:00;Strada Urbana;VIALE GIUSEPPE MAZZINI;in prossimità;;del civico n.;119;;Veicolo in marcia contro ostacolo fisso;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Buona;;1;0;0;0;12.457;41.9152;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;;
5303421;10;01/03/2021 06:35:00;Strada Urbana;VIA TUSCOLANA;in corrispondenza;;del civico n.;585;;Veicolo in marcia contro veicolo fermo;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Sufficiente;;0;0;0;2;12.5485;41.8639;-1;1;Autobus di linea;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
5303421;10;01/03/2021 06:35:00;Strada Urbana;VIA TUSCOLANA;in corrispondenza;;del civico n.;585;;Veicolo in marcia contro veicolo fermo;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Sufficiente;;0;0;0;2;12.5485;41.8639;-1;2;Autocarro superiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
5303452;20;13/03/2021 19:45:00;Strada Urbana;VIA BEVAGNA;in corrispondenza;;del civico n.;7;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;0;12.4677;42.0281;-1;1;Autovettura privata;In marcia / fermata / arresto;;;;;;;
5303452;20;13/03/2021 19:45:00;Strada Urbana;VIA BEVAGNA;in corrispondenza;;del civico n.;7;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;0;12.4677;42.0281;-1;2;Autovettura privata;Sosta;;;;;;;
5303452;20;13/03/2021 19:45:00;Strada Urbana;VIA BEVAGNA;in corrispondenza;;del civico n.;7;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;0;12.4677;42.0281;-1;3;Motociclo con passeggero;Sosta;;;;;;;
5303452;20;13/03/2021 19:45:00;Strada Urbana;VIA BEVAGNA;in corrispondenza;;del civico n.;7;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;0;12.4677;42.0281;-1;4;Motociclo con passeggero;Sosta;;;;;;;
5303758;6;01/03/2021 09:45:00;Strada Urbana;VIA COLLATINA;all'intersezione con;VIA DI GROTTA DI GREGNA;VIA DI GROTTA DI GREGNA;;;Scontro laterale fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;2;12.5675;41.9008;-1;1;Ciclomotore;In marcia / fermata / arresto;Conducente;M;Rifiuta cure immediate;0;NON DECEDUTO;Non accertato;
5303758;6;01/03/2021 09:45:00;Strada Urbana;VIA COLLATINA;all'intersezione con;VIA DI GROTTA DI GREGNA;VIA DI GROTTA DI GREGNA;;;Scontro laterale fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;2;12.5675;41.9008;-1;1;Ciclomotore;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;
5303758;6;01/03/2021 09:45:00;Strada Urbana;VIA COLLATINA;all'intersezione con;VIA DI GROTTA DI GREGNA;VIA DI GROTTA DI GREGNA;;;Scontro laterale fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;2;12.5675;41.9008;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
5303824;12;01/03/2021 07:08:00;Strada Urbana;VIALE DI VAL FIORITA;all'intersezione con;PIAZZALE FERRUCCIO PARRI;PIAZZALE FERRUCCIO PARRI;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;2;12.4634;41.8373;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Utilizzato;
5303824;12;01/03/2021 07:08:00;Strada Urbana;VIALE DI VAL FIORITA;all'intersezione con;PIAZZALE FERRUCCIO PARRI;PIAZZALE FERRUCCIO PARRI;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;2;12.4634;41.8373;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Utilizzato;Inesploso
5303889;1;01/03/2021 09:40:00;Strada Urbana;VIA GIUSEPPE ROMITA;da specificare;;;;altezza benzinaio ip;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;In cubetti di porfido;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;2;12.4961;41.9035;-1;1;Autovettura di polizia;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
5303889;1;01/03/2021 09:40:00;Strada Urbana;VIA GIUSEPPE ROMITA;da specificare;;;;altezza benzinaio ip;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;In cubetti di porfido;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;2;12.4961;41.9035;-1;2;Autovettura pubblica;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
5303934;9;01/03/2021 10:15:00;;VIA FOLIGNO;all'intersezione con;VIA TERNI;VIA TERNI;;;Scontro frontale/laterale DX fra veicoli in marcia;;;;;;;;;;0;0;0;3;;;0;1;Autovettura privata;In marcia / fermata / arresto;Conducente;;Illeso;0;;;
5303934;9;01/03/2021 10:15:00;;VIA FOLIGNO;all'intersezione con;VIA TERNI;VIA TERNI;;;Scontro frontale/laterale DX fra veicoli in marcia;;;;;;;;;;0;0;0;3;;;0;2;Autovettura privata;In marcia / fermata / arresto;Conducente;;Illeso;0;;;
