Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitude;Latitude;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag;
5219440;12;01/01/2021 11:20:00;Strada Urbana;VIALE PECHINO;da specificare;;;;FERMATA ATAC 81786 DIR. MEZZOCAMMINO;Scontro laterale fra veicoli in marcia;Pendenza;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Scarso;Buona;;0;0;0;2;12.4368;41.8051;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
5219440;12;01/01/2021 11:20:00;Strada Urbana;VIALE PECHINO;da specificare;;;;FERMATA ATAC 81786 DIR. MEZZOCAMMINO;Scontro laterale fra veicoli in marcia;Pendenza;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Scarso;Buona;;0;0;0;2;12.4368;41.8051;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
5219444;12;01/01/2021 13:20:00;Regionale;VIA PONTINA;da specificare;;;;KM 18.400 DIREZIONE POMEZIA;Fuoriuscita dalla sede stradale;Rettilineo;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Scarso;Buona;;0;0;0;1;12.4522;41.794;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Utilizzato;Inesploso
5219623;15;01/01/2021 21:50:00;Strada Urbana;VIA FILIPPO TAJANI;all'intersezione con;VIA GUGLIELMO MENGARINI;VIA GUGLIELMO MENGARINI;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Scarso;Sufficiente;;0;0;0;2;12.4587;41.8615;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
5219623;15;01/01/2021 21:50:00;Strada Urbana;VIA FILIPPO TAJANI;all'intersezione con;VIA GUGLIELMO MENGARINI;VIA GUGLIELMO MENGARINI;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Scarso;Sufficiente;;0;0;0;2;12.4587;41.8615;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
5219646;4;01/01/2021 02:40:00;Strada Urbana;VIA GENERALE ROBERTO BENCIVENGA;in corrispondenza;;del civico n.;4;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Bagnato (umidità in atto);Asfaltata;Assente;Nuvoloso;Scarso;Buona;;0;0;0;0;12.5289;41.9321;-1;1;Autovettura privata;In marcia / fermata / arresto;;;;;;;
5219646;4;01/01/2021 02:40:00;Strada Urbana;VIA GENERALE ROBERTO BENCIVENGA;in corrispondenza;;del civico n.;4;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Bagnato (umidità in atto);Asfaltata;Assente;Nuvoloso;Scarso;Buona;;0;0;0;0;12.5289;41.9321;-1;2;Autovettura privata;Sosta;;;;;;;
5219646;4;01/01/2021 02:40:00;Strada Urbana;VIA GENERALE ROBERTO BENCIVENGA;in corrispondenza;;del civico n.;4;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Bagnato (umidità in atto);Asfaltata;Assente;Nuvoloso;Scarso;Buona;;0;0;0;0;12.5289;41.9321;-1;3;Autovettura privata;Sosta;;;;;;;
5219646;4;01/01/2021 02:40:00;Strada Urbana;VIA GENERALE ROBERTO BENCIVENGA;in corrispondenza;;del civico n.;4;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Bagnato (umidità in atto);Asfaltata;Assente;Nuvoloso;Scarso;Buona;;0;0;0;0;12.5289;41.9321;-1;4;Autovettura privata;Sosta;;;;;;;
5219646;4;01/01/2021 02:40:00;Strada Urbana;VIA GENERALE ROBERTO BENCIVENGA;in corrispondenza;;del civico n.;4;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Bagnato (umidità in atto);Asfaltata;Assente;Nuvoloso;Scarso;Buona;;0;0;0;0;12.5289;41.9321;-1;5;Autovettura privata;Sosta;;;;;;;
