Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitude;Latitude;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag;
4529642;11;01/09/2019 00:45:00;Strada Urbana;VIA OSTIENSE;in prossimità;;del civico n.;443;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Assente;Sereno;Normale;Buona;Sufficiente;0;0;0;1;12.476;41.8512;-1;3;Autovettura privata;Sosta;;;;;;;
4529642;11;01/09/2019 00:45:00;Strada Urbana;VIA OSTIENSE;in prossimità;;del civico n.;443;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Assente;Sereno;Normale;Buona;Sufficiente;0;0;0;1;12.476;41.8512;-1;4;Autovettura privata;Sosta;;;;;;;
4529665;8;01/09/2019 17:55:00;Provinciale;VIA POLENSE;all'intersezione con;VIA ZAGAROLESE;VIA ZAGAROLESE;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;3;0;0;1;12.7077;41.9017;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
4529665;8;01/09/2019 17:55:00;Provinciale;VIA POLENSE;all'intersezione con;VIA ZAGAROLESE;VIA ZAGAROLESE;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;3;0;0;1;12.7077;41.9017;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Ricoverato;0;NON DECEDUTO;Non accertato;Esploso
4529665;8;01/09/2019 17:55:00;Provinciale;VIA POLENSE;all'intersezione con;VIA ZAGAROLESE;VIA ZAGAROLESE;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;3;0;0;1;12.7077;41.9017;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Ricoverato;0;NON DECEDUTO;Non accertato;Inesploso
4529665;8;01/09/2019 17:55:00;Provinciale;VIA POLENSE;all'intersezione con;VIA ZAGAROLESE;VIA ZAGAROLESE;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;3;0;0;1;12.7077;41.9017;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Ricoverato;0;NON DECEDUTO;;
4529667;8;01/09/2019 22:50:00;Strada Urbana;VIA DEI CANARINI;in prossimità;;del civico n.;21;;Veicolo in marcia contro veicolo in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale;Nuvoloso;Normale;Buona;Sufficiente;0;0;0;1;;;0;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
4529667;8;01/09/2019 22:50:00;Strada Urbana;VIA DEI CANARINI;in prossimità;;del civico n.;21;;Veicolo in marcia contro veicolo in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale;Nuvoloso;Normale;Buona;Sufficiente;0;0;0;1;;;0;2;Autovettura privata;Sosta;;;;;;;
4529669;8;01/09/2019 18:25:00;Strada Urbana;VIA DI LUNGHEZZA;in corrispondenza;;del civico n.;38;;Tamponamento;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;1;0;0;4;12.6725;41.923;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
4529669;8;01/09/2019 18:25:00;Strada Urbana;VIA DI LUNGHEZZA;in corrispondenza;;del civico n.;38;;Tamponamento;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;1;0;0;4;12.6725;41.923;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
4529669;8;01/09/2019 18:25:00;Strada Urbana;VIA DI LUNGHEZZA;in corrispondenza;;del civico n.;38;;Tamponamento;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;1;0;0;4;12.6725;41.923;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Rimandato;0;NON DECEDUTO;;
